area,rooms,floor,year_of_construction,price
62,1,6,1982,426696
93,2,2,1996,524794
87,2,4,2010,732684
106,5,2,1995,668385
118,2,8,1966,941094
116,2,9,1957,530208
82,5,3,1960,449676
115,2,6,1959,616506
107,2,4,2014,463835
79,4,2,1969,557981
97,2,6,2022,557250
66,5,2,2014,240378
90,2,4,1974,418082
118,1,5,1974,738506
99,2,9,1981,233268
71,4,3,1992,752388
70,3,9,1976,986953
80,5,7,2011,548332
107,2,5,2015,842110
58,4,4,1995,909397
118,1,5,1964,150145
108,2,2,1984,311192
88,1,5,1988,300576
75,2,1,2019,236039
69,3,9,1998,723771
76,2,7,1964,328669
89,5,3,2001,625552
84,2,5,1997,187549
117,4,9,1982,898826
59,4,7,1997,214945
51,4,10,1989,302068
50,3,7,1974,655762
67,5,10,1957,274604
70,1,7,2017,882126
71,1,10,2015,240688
60,5,9,1979,755791
101,2,6,2009,552195
115,3,5,1990,566181
112,4,4,1993,370101
105,3,8,1987,886054
58,4,1,2019,876159
57,2,1,2003,616105
104,1,5,1980,701031
97,5,9,1983,963768
69,5,4,2012,433092
115,3,6,2012,461930
110,2,9,1975,818172
120,5,1,1988,181421
89,5,7,2005,996372
116,1,4,1999,626905
116,3,2,1968,355396
75,5,7,1959,465073
100,2,1,2011,695734
85,4,9,1975,967106
50,4,5,1989,408889
59,4,7,2019,269985
82,1,3,1967,756817
73,4,8,2015,926150
74,2,9,1983,159750
96,3,2,1976,431853
56,4,3,2002,958857
86,3,1,1979,855094
68,5,6,1979,454234
84,3,3,1954,885499
110,5,2,2015,813990
91,3,4,1997,876417
90,2,7,1980,167141
117,1,6,1959,942872
77,3,5,2018,742763
50,1,10,2018,697735
69,3,2,1975,594185
67,3,3,2016,263092
99,1,4,2001,648153
90,4,9,1966,695391
106,4,3,2016,981545
86,3,3,1983,270569
79,5,4,1960,544450
86,5,1,1966,612362
84,1,7,1988,658962
96,5,2,1962,632832
98,3,5,1976,513478
79,4,5,2008,802331
109,4,3,1978,718795
103,2,4,1979,652263
62,5,8,1984,227454
63,4,9,1974,784013
57,5,10,1956,206759
85,3,10,2007,652213
97,1,2,1992,583553
92,2,10,1958,463196
51,3,10,2005,519223
74,3,7,1984,314023
113,2,6,2004,440392
112,2,6,1967,921861
95,1,10,2019,415352
90,2,7,1963,365007
116,3,1,2005,874990
103,1,4,1989,972401
66,4,2,1972,666901
57,1,9,2006,353354
93,2,1,1970,766600
99,4,2,1994,409598
74,2,7,2019,748477
118,5,7,2012,810551
113,4,8,1981,469567
87,1,7,2005,902169
56,4,8,1991,876821
102,4,6,1977,372777
54,3,9,1972,816304
120,2,8,1970,178771
61,4,4,1978,209137
105,3,9,1997,966653
50,2,3,2021,278595
108,5,9,1972,847233
64,5,7,1977,826825
92,1,1,2021,762036
61,2,6,1964,396220
54,5,2,2017,547858
81,4,5,1964,995386
89,3,10,2000,816410
93,1,3,1968,461743
95,2,7,2012,451122
61,3,8,2011,518264
60,4,7,1979,899957
79,1,6,1974,873879
102,5,3,1971,432237
51,1,5,1964,479330
82,3,7,1995,851944
115,2,4,1971,452368
102,4,4,1994,815024
107,4,4,2010,560216
58,2,6,1955,791624
96,4,4,2007,612555
99,1,7,1988,336950
65,2,9,2000,233980
64,4,7,1979,941331
69,5,1,1963,392609
53,5,2,1967,189864
62,3,5,2004,856391
82,1,3,1985,531722
58,4,9,1982,751006
53,3,10,1986,216385
56,4,8,1986,554981
55,1,8,2020,398843
57,4,2,2019,504427
65,5,6,1984,555463
78,3,9,1987,905141
53,1,7,2003,518135
81,3,5,2002,954766
120,4,10,1979,465679
118,3,3,1989,355641
66,2,4,1963,230430
102,3,4,1958,559110
78,2,4,1973,687351
111,1,10,1979,319815
108,2,5,2020,961842
61,4,7,1973,248376
59,4,4,1990,709009
91,2,8,2005,957962
64,4,1,2013,958930
80,3,8,1994,842879
67,1,1,2009,206600
74,4,1,2015,690004
52,5,10,1981,335531
53,3,7,1950,532321
107,1,10,1963,573253
93,2,2,1995,541556
50,2,8,1969,837755
53,4,6,1970,508284
86,1,8,1969,645375
77,4,4,2002,344639
112,2,10,1968,889369
56,1,4,2013,733949
63,4,7,1968,864816
107,5,10,1991,154123
53,5,1,1999,397942
104,4,1,1973,691797
66,2,1,1977,443474
103,2,10,1954,458176
103,1,6,1954,902635
120,5,9,1976,905798
75,1,8,2022,652154
92,4,1,1978,734063
65,5,4,1978,565689
118,3,6,1996,995034
108,5,9,2022,305119
55,2,2,1998,633520
64,5,10,1997,489143
62,5,8,1971,887489
69,4,8,1998,939501
107,1,6,1994,251786
100,3,7,1951,319954
94,5,4,2000,316612
76,3,7,1963,765700
101,2,5,1982,538659
103,4,10,1968,721268
76,2,4,2012,646497
86,5,5,1985,603323
82,2,6,2010,615508
85,2,7,1986,893689
115,2,5,1954,672642
54,3,2,2006,807554
68,4,3,2018,600212
78,3,3,1964,297987
105,2,8,1988,724280
99,4,2,1974,155081
83,2,6,2022,957346
70,1,10,2016,929304
98,5,2,2015,528999
80,4,4,1958,489322
61,1,9,2002,560843
52,5,8,1998,724079
51,4,1,1982,667906
109,3,7,1981,449716
91,1,7,1996,535194
73,1,10,1951,941887
103,5,8,2006,628008
56,2,2,2013,699153
115,4,5,1951,549793
83,2,8,1980,234344
79,1,5,2004,995690
61,4,7,1964,966372
118,5,1,1992,222836
64,1,4,2005,202257
69,1,9,2018,443521
66,2,7,1978,593902
106,5,1,1986,248678
80,3,10,1996,405335
83,2,3,2014,707467
50,4,9,2003,874217
114,4,3,2006,519838
63,3,1,1991,853969
73,1,3,2002,313915
52,5,2,1972,608730
103,3,10,2003,192513
56,5,6,1972,774148
71,4,8,1970,801926
83,3,3,1958,981393
120,3,4,2022,524525
107,3,9,1971,275118
92,1,10,1983,992629
104,5,6,1962,517325
77,1,7,1995,314058
115,1,5,2018,817518
88,4,8,1997,549268
87,2,6,1987,932436
81,2,6,2001,710572
89,4,4,1998,200716
74,5,2,2020,850709
72,4,5,1975,631169
116,4,4,1972,557189
55,3,9,1985,553674
112,5,6,2010,721175
51,5,8,1991,523563
69,5,2,1952,172249
56,4,8,1952,569050
71,2,1,1961,196904
51,4,7,2011,224363
76,3,3,2015,986797
95,1,6,1972,256885
106,4,5,1981,617686
101,5,4,1950,976219
52,2,3,2009,465958
69,1,7,2007,297378
84,2,10,1961,278113
97,5,6,2021,282621
77,5,2,2008,407622
63,1,6,1952,869061
75,1,2,1960,811511
58,3,1,1989,635824
72,1,4,2013,635984
87,3,10,1976,471385
84,3,10,1951,360350
56,3,10,2009,781470
93,4,1,1969,690591
118,4,2,2011,673746
58,3,7,2016,886161
55,1,4,1959,350615
63,5,4,1997,514943
115,3,10,1982,282341
59,1,8,1979,178055
53,1,6,1987,361401
72,3,3,1985,888774
120,5,6,1952,566756
67,2,2,1999,335806
104,5,5,1961,298556
116,2,7,2008,209820
112,2,7,2017,388237
66,1,6,1965,732218
81,5,3,1969,183526
109,5,9,1986,308058
66,2,3,2012,498822
118,5,5,1958,726002
100,2,10,1953,835812
50,1,8,2007,218874
62,1,2,1997,746443
87,3,5,1964,263408
61,2,7,1965,524606
99,5,4,1959,878080
104,3,4,2010,350336
67,5,3,1965,488937
86,3,2,1987,589395
82,1,2,1987,403378
76,1,9,1954,352393
55,3,3,1995,767204
98,5,7,1966,339325
103,2,8,1950,196244
109,3,4,1991,398391
110,5,5,2016,808379
96,3,8,1970,576378
83,3,8,1966,299539
52,4,2,1999,871706
81,4,4,1963,199242
69,1,3,1965,899398
97,3,7,1996,423676
71,4,10,1974,351119
100,1,9,2000,568231
66,2,1,1963,218788
91,2,4,1950,561095
54,4,1,2018,219425
85,4,2,2020,447806
85,4,5,2002,819473
95,3,10,1968,232289
66,2,4,2012,183022
88,4,1,2019,622546
117,3,5,2015,840778
89,2,4,2016,890749
116,3,2,1975,773464
93,4,10,1958,516571
108,3,1,1972,611540
83,4,4,1976,468760
114,4,5,1976,220786
115,5,6,1966,956999
60,2,8,1951,380115
112,4,2,1960,725864
98,2,10,2000,178991
66,5,2,1965,767093
82,2,8,1984,431135
51,2,8,1963,922573
79,5,4,1969,574353
59,5,8,1986,848860
68,1,7,2010,976508
75,4,1,2017,888489
90,3,6,2009,174599
80,2,8,2011,606068
102,2,4,1990,789894
58,3,3,1955,447003
78,2,6,2008,776585
59,2,6,1986,638828
112,5,7,1957,866997
87,5,5,1998,252935
62,5,10,2012,556446
69,5,10,2013,831629
57,2,9,2009,317827
63,1,2,1989,793649
71,5,9,1992,853026
93,4,5,1985,581919
105,3,8,2020,239051
92,3,9,2020,810811
94,5,3,2017,603519
92,5,5,1953,469087
97,4,9,2014,812470
94,1,2,1986,426448
58,2,10,1973,376236
86,5,10,1978,480589
118,4,5,1996,297267
58,3,7,1993,659911
87,3,8,1992,757214
92,1,5,2016,738240
99,1,4,1953,239034
103,2,10,1951,770062
76,4,7,1965,597406
96,2,8,2011,636888
78,3,2,2008,801691
88,5,9,1984,889736
94,5,7,1973,543807
108,4,5,1953,402146
74,2,3,1970,968617
102,1,8,1998,260337
103,4,9,1967,972899
112,5,10,1970,463904
51,5,4,2006,944473
67,5,2,1979,492388
75,2,6,1971,897404
106,1,5,1983,408060
113,4,10,1975,151832
100,3,5,1968,527676
50,1,2,1992,606406
85,1,4,2018,735713
75,4,9,2006,858182
82,5,5,1955,941146
56,1,10,2018,919932
112,1,2,2010,328159
89,3,9,1997,971244
89,3,6,2000,767455
94,3,10,1961,394606
77,2,8,1988,852746
52,2,6,2014,957961
97,1,10,2005,975654
95,4,1,1978,651315
101,3,3,1972,487029
94,4,4,2006,962038
100,2,9,1968,231448
76,5,6,2018,427824
64,3,3,1975,856281
65,3,5,1982,516368
109,3,6,2021,991255
100,4,2,2010,480818
79,5,7,1961,918219
69,3,10,1991,885000
114,3,3,1983,197107
89,5,10,1964,828510
85,3,1,1992,687732
66,3,4,2015,339274
61,3,8,1973,659657
88,4,1,2009,861758
93,4,6,1974,261428
68,2,9,1964,334122
96,1,1,1979,299602
103,5,1,1950,939617
90,2,8,1986,383828
98,4,10,2001,438110
101,5,4,2019,195514
83,5,8,1986,802455
77,2,3,1969,559535
74,3,4,2001,930034
109,1,3,2003,325821
62,5,3,1972,344017
96,3,8,1958,606772
58,5,5,2001,408861
51,2,1,2022,206654
61,5,1,1998,544979
77,4,6,1992,909547
114,2,5,1986,161486
86,5,1,1952,864075
54,1,10,1989,648861
74,5,8,2013,549739
65,2,1,2005,658391
112,4,4,2006,221880
89,2,8,1961,732778
78,4,7,1951,449109
105,5,5,1983,975871
101,1,6,2005,991916
115,2,8,1975,150205
62,2,2,1995,826830
52,2,1,1960,788936
91,4,4,1970,949562
80,2,7,1971,814121
113,1,4,1958,981086
117,4,7,1976,797614
98,2,8,2013,547636
74,5,7,1971,172000
65,3,4,1997,414307
86,3,5,1985,564298
59,3,4,2014,544181
56,4,4,1973,433018
91,4,8,2016,893630
95,3,9,1989,541758
98,4,7,1967,463814
98,2,7,2001,680820
80,2,6,2001,282973
72,2,9,2012,774844
119,5,9,2004,515730
110,1,6,1973,186551
93,5,1,2001,306635
77,4,5,2017,773353
100,5,6,2021,358511
89,4,8,2002,722870
113,2,5,1994,940191
119,2,6,2004,702206
53,4,4,1997,666290
85,3,3,2017,647057
77,5,4,1977,651810
103,3,1,1972,858719
70,5,9,2001,859700
68,3,10,2014,915042
79,1,4,1960,369065
65,4,7,1951,821063
69,4,10,2014,773705
65,5,2,1959,248697
67,3,10,1951,882480
88,1,1,1965,600990
54,2,4,1965,885559
61,4,1,1965,350612
74,5,6,2019,408643
120,4,2,1999,463089
101,3,9,1961,572989
77,4,8,1979,471586
110,2,3,1962,645191
102,3,7,1999,968579
80,2,3,1955,527977
105,3,10,1960,859377
84,3,4,1964,450020
72,1,1,2006,300674
54,3,8,2003,915251
100,3,8,2005,702239
54,4,10,1967,204435
108,5,7,2022,756884
112,1,10,1995,573006
88,3,2,1981,764843
67,5,9,1994,800593
61,3,2,2005,863811
94,3,7,2020,505367
53,2,5,1979,591619
90,3,3,1979,177560
106,2,9,1958,529740
59,4,5,2002,813270
114,4,2,2012,622585
99,1,2,2011,909403
67,4,3,1961,952123
81,1,7,1952,957403
64,4,5,2009,546125
100,4,5,1983,221519
69,2,4,1980,690157
120,2,1,1970,265471
77,3,2,1992,260804
94,4,9,1956,898187
54,5,9,1996,321418
73,4,3,1962,590465
100,3,6,2017,536549
85,4,10,1980,690393
104,1,8,1964,497906
101,5,9,1985,449684
76,3,6,1999,422215
81,5,9,1966,333897
90,3,4,1993,273785
72,1,9,1953,407968
83,5,7,1954,223949
115,1,10,2001,834489
50,3,3,1976,620368
81,1,7,1992,524147
103,3,5,2010,426499
64,4,5,2019,610073
57,1,1,2010,168139
79,5,1,1979,465121
100,5,9,2013,644427
117,4,9,1961,178445
85,4,5,1987,462364
119,4,7,1951,921816
106,2,10,1970,348564
105,5,1,2020,389405
84,3,8,1960,917331
116,5,10,2008,713670
52,1,4,1967,509556
62,1,10,1990,385172
59,3,6,1998,406711
93,5,1,1994,438599
84,1,8,1969,648637
76,4,3,2011,518420
105,1,1,2009,165007
103,1,3,1950,898217
120,1,2,1972,264927
116,2,9,1954,161913
119,5,8,1969,155846
104,2,3,1991,462184
118,2,5,1994,853874
51,5,7,1985,277337
102,3,9,1962,427273
53,4,3,1985,458115
104,4,2,1981,330815
86,5,7,1974,150046
52,4,6,1955,671499
68,5,2,1970,906086
54,5,3,1973,644669
112,3,2,2017,384964
63,3,2,1996,918383
80,4,3,1987,700055
74,3,10,1970,194301
100,1,9,1959,167668
73,3,3,1990,773058
70,5,3,1993,663165
95,4,1,1995,852728
108,5,9,1966,459499
67,3,7,1977,299973
63,5,2,1994,956199
106,3,9,1997,580049
115,1,6,1991,648387
80,1,3,1998,563779
85,2,1,1984,171471
119,5,5,1967,964222
60,4,5,1980,232709
77,4,8,1958,559949
99,5,5,1997,777639
75,4,2,2018,462846
103,1,7,1958,904115
87,4,6,1997,978401
74,3,7,1963,321229
80,3,10,1962,804015
51,2,10,2022,582312
61,2,1,1998,535813
67,4,2,2007,473690
75,3,1,1996,176050
111,1,7,2014,255228
102,5,1,1951,358273
118,2,2,1977,814776
112,2,9,1962,985223
99,2,10,1956,880154
106,3,2,1990,818491
116,3,3,1985,785661
73,2,3,1978,150090
73,1,7,1994,309951
80,2,4,2015,293008
111,3,9,1981,367387
116,5,6,1959,248269
118,3,7,2015,670926
92,3,5,1999,808492
75,1,3,2003,242341
115,4,4,2008,454186
107,2,7,1967,905770
63,2,6,1959,392132
96,3,4,2020,168507
79,4,5,2013,376143
58,3,4,2007,942703
90,2,3,1978,165177
84,2,3,1957,253056
98,2,9,1984,496936
92,4,10,1984,559050
50,3,5,1983,932607
61,1,7,2022,624853
94,5,10,1993,876135
89,4,8,2004,408155
108,2,10,1996,596866
108,3,6,1984,524197
103,1,6,1963,728665
70,2,10,2018,195867
103,1,9,2017,680466
101,2,5,1958,906784
108,2,5,1978,966202
94,2,9,1991,236845
98,1,2,1978,850791
66,3,6,1957,730882
82,2,8,1966,517621
83,1,9,1978,612856
73,1,7,2010,966682
97,2,10,1962,721845
98,4,1,1997,401911
94,2,1,1990,610475
74,3,5,1961,545004
66,3,1,1989,381287
107,2,1,1988,816386
110,1,2,1975,751006
87,3,7,2014,656792
52,1,3,1977,768615
107,4,4,1982,301187
94,4,3,1967,339814
80,4,2,1971,314336
64,5,1,1971,177212
78,2,10,1973,417427
96,1,3,2010,922981
120,1,4,1987,345773
73,2,6,1996,366070
93,4,1,1969,811026
86,2,5,1975,222020
75,2,7,1968,536538
86,2,10,2001,602965
84,2,3,1985,649097
67,5,2,1982,192261
62,4,10,1963,585373
64,2,1,1975,368383
112,5,6,2006,790689
55,2,9,1969,464887
82,2,1,1971,759530
75,1,5,1953,897037
119,5,7,2014,239906
63,1,1,1994,457695
88,3,10,1964,523456
100,3,1,1999,188694
113,2,8,1996,333527
95,4,1,1988,793615
95,4,7,1991,343354
50,4,6,1981,580973
70,1,9,2000,805099
74,4,3,2019,338701
115,5,4,1958,781742
86,2,3,1983,532088
70,1,4,1997,202268
104,4,6,1999,594550
102,4,7,2003,436124
113,3,10,2012,159998
112,5,6,1980,425730
53,3,4,2003,897278
72,3,10,1969,729278
95,4,3,1980,702605
78,1,10,2005,682187
57,5,8,1974,550472
82,3,3,1966,911491
73,2,10,2008,190479
52,4,8,1957,814329
56,5,6,1950,643357
97,2,4,1962,547519
64,2,6,1982,247613
89,4,10,2009,724248
98,1,10,1969,230142
57,1,4,1962,732588
57,2,8,1991,265590
63,3,2,1985,500160
91,2,5,1976,236162
115,1,10,2013,972572
102,4,6,1974,173975
96,5,4,1973,378037
116,5,6,1987,269702
111,5,6,2001,897710
63,1,4,1974,284308
87,2,2,2018,735791
63,2,1,1963,563718
99,1,4,2007,670956
71,1,7,1982,676375
80,4,2,1958,913185
74,3,1,1951,717766
107,5,10,1982,249688
91,4,1,1955,977024
50,5,4,1972,205374
54,4,5,1950,282455
84,1,3,1978,522485
113,4,2,1994,542207
89,1,7,2019,166027
50,5,6,1954,581624
96,1,1,1990,457066
84,2,7,1964,756422
76,5,8,2001,978480
52,2,8,2003,824406
112,2,10,1965,178775
58,4,9,2022,906439
108,5,4,2007,161240
67,4,10,1975,606029
95,4,2,1979,359022
120,2,2,1998,627583
117,1,1,1974,458857
52,4,9,2003,700537
73,3,10,1993,193590
58,4,10,1995,751663
109,2,9,1961,582456
76,5,8,1993,774233
90,4,9,1989,530159
58,4,6,2005,877452
96,4,5,1977,193235
91,4,3,1988,381493
84,3,10,1976,700721
74,3,5,1986,964991
52,2,5,1978,372574
58,2,3,2014,553888
62,3,8,1993,536571
101,3,9,1950,683362
93,2,9,1981,275065
50,4,2,1969,450618
93,5,2,2015,927202
79,4,6,2019,868826
58,3,5,2014,799328
63,3,5,2004,802810
77,4,5,1995,712473
75,5,3,1978,625103
78,4,6,1961,732457
52,1,6,1999,734681
118,1,2,2014,532350
64,1,6,2002,632826
53,2,9,2016,268980
74,4,8,1976,752172
61,5,2,1995,948653
61,3,8,1957,841558
91,5,5,1978,521409
103,4,5,1963,483058
72,4,6,1954,917612
116,2,3,1973,169414
89,3,5,2002,343391
88,1,5,1965,791230
104,1,1,1952,532779
85,4,8,2015,924971
98,5,1,2015,924116
70,5,8,1977,962658
74,3,6,1966,724090
51,3,2,1964,687125
62,1,8,1976,564351
96,3,10,1994,675250
117,2,1,1951,456081
94,2,9,1955,435147
116,4,8,1950,343697
96,4,9,1976,217732
105,5,9,1967,831027
63,4,2,1995,511593
80,5,9,1977,921933
87,2,8,1986,255836
56,2,7,2021,599561
112,2,10,1994,697198
103,5,7,1981,395976
71,4,8,1973,507975
60,1,1,2008,486234
110,4,6,1974,153974
68,4,1,2003,795486
65,5,6,2001,760197
65,4,9,1985,691535
50,4,1,1978,634783
91,3,7,1956,194422
68,2,5,2008,572233
65,5,3,2008,395291
76,2,4,2018,599047
103,3,10,1956,186478
115,3,3,1968,972376
75,2,8,1961,233753
74,3,5,1999,930940
114,5,10,1975,485310
120,1,1,1958,164803
56,3,1,1988,259305
66,1,7,1951,788474
52,2,7,2001,382241
120,4,2,1989,783050
73,4,7,2012,959000
83,1,7,1977,247904
105,5,10,1963,409012
65,3,2,2014,850011
110,3,7,2016,254029
103,5,8,1993,768382
102,3,1,1976,287751
61,4,6,1975,702327
83,1,6,1971,263292
86,3,7,1971,168920
95,1,7,1958,527936
85,3,7,1958,572064
119,2,3,2020,312479
119,1,6,1989,335059
117,3,6,1981,622837
79,2,5,1970,881503
62,2,5,2000,785664
68,1,3,1956,739166
106,1,1,1999,929628
97,5,6,1961,809574
50,4,10,1973,160234
58,4,10,1956,956406
105,4,9,1973,921961
104,1,3,1980,494129
72,1,4,1994,374188
112,3,1,1982,385744
66,4,8,1994,525791
76,5,1,2009,863425
56,1,10,1998,362025
76,4,8,2014,953138
95,5,3,2004,916448
108,2,2,2022,205855
111,5,3,1953,500522
92,3,5,1998,346999
84,1,10,2003,167821
87,5,7,1972,524161
62,2,6,1955,303897
102,5,2,1976,208023
70,4,8,2020,655475
82,5,3,2022,277045
56,3,3,1989,577339
88,2,5,1998,794710
109,1,10,1980,878518
99,2,9,1977,755184
120,2,1,1974,156933
113,2,9,1975,843478
108,1,9,1979,505733
104,1,5,1968,409871
51,1,7,1993,779189
118,2,10,1968,512596
69,2,6,1952,571886
108,1,2,1992,223611
103,5,2,1980,235303
89,3,3,2018,789674
91,3,5,2006,389913
89,5,9,1987,218346
108,1,8,1996,619742
120,5,9,1954,152115
88,4,8,1998,356823
52,2,2,2022,448658
82,5,2,2013,909658
64,2,4,1958,173261
74,5,10,2003,305281
64,1,4,2022,172255
104,3,5,1979,354759
83,4,1,1969,354347
106,2,4,1951,803189
107,4,8,2001,461791
99,3,9,1992,426762
52,4,3,1954,861293
85,1,5,1965,623522
72,3,5,2006,323749
50,3,6,1985,465321
65,5,2,2003,154333
77,5,3,1985,394976
94,5,5,1964,554202
78,4,4,1968,463599
106,3,6,1988,649931
63,1,2,1956,867827
104,1,7,1970,537454
107,4,8,1999,457658
87,5,3,1989,221204
54,5,7,1979,475224
103,5,7,1966,274725
74,4,10,1999,613046
62,5,8,1996,326143
70,2,8,2020,293933
102,5,5,2006,429333
71,4,2,1966,869927
103,4,7,2018,470607
54,5,2,1960,785663
70,3,5,1974,976163
88,4,5,1978,776514
118,2,4,1987,766540
64,2,5,2012,220250
108,2,1,1985,501451
117,2,10,1991,354376
90,4,7,2018,805529
116,4,10,1998,597365
81,1,10,2018,803060
116,3,4,1956,495060
56,3,8,1997,258774
105,1,8,1960,822448
107,2,1,2000,449495
90,2,1,2015,648976
112,5,4,1999,950745
106,5,2,1960,897351
64,2,9,1977,749723
72,5,9,1980,321140
113,4,7,1969,292748
50,5,9,2005,486469
51,1,6,2006,451073
72,1,9,1975,505667
114,1,5,1951,283255
54,1,5,1973,429578
53,2,10,1986,166768
50,5,5,1954,494930
107,4,6,2014,572177
103,3,9,1980,312913
85,1,9,1985,807619
99,2,4,1987,742597
118,2,2,1977,796197
55,5,1,2018,767264
56,5,5,1993,835990
104,4,9,1983,585087
114,2,3,1995,756604
71,4,3,2006,343687
104,5,8,1951,415793
64,2,10,2003,468907
105,3,8,1969,900034
68,5,5,2012,469460
54,5,1,1977,869479
112,4,5,1984,758827
66,3,5,1985,575565
87,5,7,1985,220028
57,3,9,1967,305552
74,2,3,1950,471790
101,1,3,2016,514684
104,3,10,1967,258239
113,4,2,1965,534079
104,2,3,1978,484790
90,3,1,1972,918612
92,4,6,1963,749832
86,1,10,1973,975471
52,5,2,1997,274393
59,1,10,2005,268977
62,4,10,1995,390013
60,1,5,2005,463061
102,1,1,2005,710435
54,5,4,1950,455664
71,5,9,2006,182205
62,2,8,2008,492982
77,2,3,1951,321163
76,2,4,2020,799989
59,3,3,1960,575316
83,2,10,1952,782676
80,2,7,1955,903317
93,1,5,2005,939927
92,2,4,2006,150382
106,2,5,1972,676701
78,3,8,1972,281763
106,3,6,2008,392058
105,5,3,1951,955226
101,2,9,2021,252336
77,5,9,1971,604900
113,4,8,1968,319082
92,1,5,1994,406285
99,2,1,2000,546448
85,4,5,2008,847823
90,4,2,1971,642051
85,5,3,1950,960047
89,2,10,1990,586458
99,4,7,2018,836947
78,5,10,1981,618786
64,1,1,1971,402942
74,1,5,2003,695730
100,2,4,2002,325543
86,4,5,2022,341812
64,5,8,1963,265668
104,5,8,1973,212311
117,2,5,2009,294343
79,4,7,1999,561407
99,4,2,1954,729762
67,1,3,1984,966030
85,3,4,2019,236968
55,2,9,2011,412083
116,5,6,1988,580140
96,2,2,1970,985900
108,5,10,1988,731956
102,4,6,1965,949040
116,3,8,2022,167273
79,3,4,1979,831251
51,1,6,1950,232547
109,5,1,2015,293540
82,5,3,1999,436964
119,5,9,1986,575074
110,3,3,1983,717359
102,1,9,1966,238895
109,2,4,1975,449344
90,3,4,1966,971672
50,2,5,1957,378344
54,5,4,1961,598083
90,3,5,2014,833914
90,2,4,1987,627605
68,1,4,1998,230477
75,4,4,1988,770128
94,5,5,1957,313229
110,4,6,1961,303667
96,2,3,1967,674332
66,2,9,2008,614146
57,1,10,1961,265074
111,3,5,1982,348181
99,2,1,1977,250480
76,3,2,1951,955630
102,5,8,2000,958116
112,1,10,1994,218444
115,3,5,2003,818679
96,1,6,1970,739823
97,3,2,1984,477165
88,3,2,2009,897601
98,5,4,1998,187128
87,5,9,2001,328869
112,1,10,1959,882466
94,5,4,2021,300523
120,1,9,1968,901196
88,3,9,1970,953025
92,1,5,2016,987395
80,5,5,1995,355203
103,3,2,1976,225816
89,1,1,1977,695465
92,1,2,1993,341959
82,4,4,1991,426493
120,3,3,1997,715759
68,1,7,1972,818016
59,3,9,1957,362669
112,2,3,1950,318575
62,3,6,1971,746337
89,2,1,1953,865346
112,1,10,2017,456731
93,2,7,1959,578632
76,5,4,1994,914671
68,2,2,1973,800885
106,3,9,1969,205098
68,2,5,1976,905996
73,5,1,1994,782220
116,5,9,1978,201669
85,4,10,1954,975629
91,2,3,1971,536316
55,4,8,1959,523757
83,3,1,1986,333743
100,4,8,2000,582483
80,5,9,1998,628131
73,2,4,1977,909791
119,3,2,1983,655826
58,4,10,2008,590069
58,4,3,1973,483416
56,1,9,2011,257117
108,4,6,1973,826974
102,4,4,1963,974127
59,1,8,1983,840600
73,1,9,1951,192598
55,1,1,1982,792168
91,1,1,1990,314049
97,4,3,2019,894403
57,1,5,1995,846260
55,4,1,1977,414330
65,1,3,1999,814713
65,5,3,1994,776013
102,4,3,1961,697731
55,5,10,1975,787273
85,5,5,1997,691780
114,1,6,2003,951333
51,5,8,2003,328776
77,4,10,2016,276434
96,3,10,1998,394321
104,3,7,2011,258588
106,4,4,2011,397013
63,5,3,1979,527060
80,5,8,1994,728437
114,2,7,2016,325456
81,1,5,2005,245663
70,5,7,1999,969859
91,5,5,1970,159848
69,1,8,1981,185976
72,4,10,1955,792115
110,4,4,1989,624659
119,3,6,1985,611251
71,5,7,2004,963632
107,1,1,1976,944564
56,1,5,2009,711407
59,4,5,1965,501742
77,4,2,2006,892332
86,2,9,1999,526523
75,5,5,1980,774551
86,2,3,1990,799019
113,1,4,2012,555128
77,3,7,1957,503367
113,4,7,1985,696978
113,4,2,2020,871191
106,4,1,1985,511563
89,2,7,1999,294653
88,4,4,2006,476965
101,5,7,1973,361813
50,3,8,1995,925519
106,3,10,1975,827576
73,2,5,1994,758699
110,3,5,1992,487128
86,1,6,2001,179683
83,5,6,2008,200841
104,5,5,1960,864870
85,2,3,1987,386980
54,5,2,2015,639065
96,1,6,1990,762387
114,3,8,1984,986098
116,1,4,2022,462157
61,3,1,2006,178038
113,4,9,1976,666984
87,5,10,2014,777597
55,2,5,2007,353260
118,2,3,2005,360301
56,5,9,1955,702506
109,1,10,2022,847895
113,3,9,2018,379760
50,5,4,1976,787140
94,4,4,1975,646279
80,3,6,1989,222005
109,2,10,1960,511768
82,2,7,1960,961935
93,2,9,1959,427906
107,5,9,1966,540519
91,1,3,1979,167105
60,4,8,1995,222358
81,2,6,2002,744009
71,5,5,1985,610332
66,2,6,1954,480146
91,1,6,2006,686602
94,5,9,1958,844479
68,3,7,1994,468757
64,2,7,2013,467629
92,5,5,1955,283846
116,1,3,2002,324397
100,4,3,1996,400378
80,2,4,1960,529104
58,4,1,1987,855369
100,4,1,1983,548149
111,4,2,1967,273037
74,5,5,1967,161387
83,1,8,1999,583749
85,4,7,1987,683038
99,3,3,1950,955196
81,2,1,1978,718892
78,3,8,2006,986167
75,1,4,1956,594984
60,5,8,1993,619835
59,2,5,1984,626835
62,2,6,2005,958885
79,1,5,1988,538158
84,3,2,1962,376598
72,5,3,1952,733287
53,4,6,1975,228836
